question,label
En caso que por mi actividad no esté obligado a considerar los parámetros ¿Cómo debo completar estos campos?,manera
¿Qué debo escribir en los espacios destinados a los parámetros si por mi actividad no estoy a ingresarlos?,manera
¿Cómo debo contestar en los campos donde por mi actividad no debo considerarlos?,manera
¿Qué es lo que debo ingresar cuando no estoy obligado a contestar?,manera
"Si no necesito poner ingresos brutos, ¿qué debo poner en su lugar?",manera
¿Que pongo en los campos en los que no necesito contestar dada mi actividad?,manera
¿Qué deben hacer las sucesiones indivisas que son monotributistas?,manera
¿Qué conceptos deben abonar las sucesiones indivisas?,manera
¿Qué deben ingresar las sucesiones indivisas monotributistas?,manera
"Además del componente impositivo, ¿qué deben ingresar las sucesiones indivisas adheridas al monotributo?",manera
"¿Si una sucesión indivisa está adherida al monotributo, qué debe abonar?",manera
Si soy asociado de una Cooperativa de Trabajo ¿Cómo me doy de alta en el Monotributo? ,manera
¿Cuál es el trámite de alta que debe realizar un asociado de una Cooperativa de Trabajo?,manera
¿Qué debo hacer para inscribirme al monotributo si soy asociado a una cooperativa de trabajo?,manera
¿Cómo puedo realizar el trámite de inscripción al monotributo si estoy asociado a una cooperativa de trabajo?,manera
Si me pasé de Responsable Inscripto a Monotributista ¿Qué hago con el saldo a favor que tenía?,manera
¿Hay algún tratamiento para el saldo a favor que tenía cuando era Responsable Inscripto?,manera
"Si siendo responsable inscripto tenía un saldo a favor en el impuesto a las ganancias, ¿qué sucederá con el mismo cuando me traspase al monotributo?",manera
¿Qué sucederá con mi saldo a favor cuando deje de ser responsable inscripto y pase a ser monotributista?,manera
"Si un responsable inscripto con saldo a favor se cambia al monotributo, ¿qué sucede con ese saldo?",manera
¿Qué cosas puedo hacer en el portal Monotributo?,manera
¿Qué documentación puedo obtener en el servicio de Monotributo?,manera
"¿Qué trámites puedo hacer en ""Mi Monotributo""?",manera
¿Qué cosas puedo hacer en la sección de monotributo?,manera
¿Qué otros trámites puedo realizar en la parte de monotributo además de darle el alta?,manera
¿Cómo obtengo una nueva credencial de pago?,manera
¿Qué parámetros debo tener en cuenta para recategorizarme?,manera
¿Qué cosas debo tener en cuenta al momento de la recategorización?,manera
¿Cuáles son los parámetros que influyen en la recategorización?,manera
¿Qué parámetros se tienen que considerar en la recategorización?,manera
¿Qué parámetros se deben considerar en la recategorización?,manera
¿Qué variables se debe considerar en la recategorización?,manera
"En la recategorización, ¿Qué parámetros se tienen que considerar?",manera
¿Cuáles son las variables a considerar en la recategorización?,manera
¿Cómo me recategorizo si aún no transcurrieron 12 meses desde mi inscripción? ,manera
¿Cómo determino mis parámetros si no pasaron 12 meses desde mi inscripción?,manera
"¿De qué forma se lleva a  cabo el cálculo a los efectos de la recategorización, en el caso que no se supere el año de antiguedad realizando una actividad?",manera
"Si se desarrolla una  actividad y no sean transcurrieron 12 meses, ¿De qué manera se realiza el cálculo a los efectos de la recategorización?",manera
"Si desde el inicio de una actividad no han pasados los doce meses, ¿Cómo se lleva a cabo el cálculo a los efectos de la recategorización?",manera
"Para el caso de una persona que realiza una actividad y todavía no supera el año, ¿De qué forma se realiza el cálculo a los efectos de la recategorización?",manera
"¿Cómo se debe de realizar el cálculo a los efectos de la recategorización, en el caso que no transcurrieron 12 meses desde el inicio de una actividad?",manera
¿Cómo completo los parámetros que no tengo que tener en cuenta de acuerdo a mi actividad?,manera
¿Qué debo poner en los campos a completar por parámetros que no debo tener en cuenta en mi Monotributo?,manera
"¿Cómo se deben completar los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo, si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
"¿De qué manera se deben completar los campos correspondientes al momento de llevar a cabo la adhesión o recategorización al Monotributo, para el caso de actividades que no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
"Para el caso de tipos de actividades que no consideran parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿De qué manera se completan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo?",manera
"Si un tipo de actividades no tiene en cuenta parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿Cómo se dejan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo?",manera
"¿Cómo se rellenan los campos correspondientes al momento de realizar la adhesión o recategorización al Monotributo, si por el tipo de actividad no se les corresponde determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario?",manera
Pasar de Monotributo a Monotributo del Régimen de Inclusión social y promoción del trabajo independiente ¿Es cambiar de categoría o de régimen? ,manera
¿Qué parámetros tiene en cuenta AFIP para recategorizarme?,manera
¿Qué información tiene en cuenta AFIP al momento de recategorizarme de oficio?,manera
¿Qué variables se aplicarán para determinar la recategorización de oficio?,manera
"Para determinar la recategorización de oficio, ¿Qué parámetros se aplicarán?",manera
¿Qué normativas se tendrán en cuenta para determinar la recategorización de oficio?,manera
¿Qué procedimientos serán usados para  la recategorización de oficio?,manera
¿Qué variables se tendrán en cuenta para  la recategorización de oficio?,manera
¿Cómo me notifica AFIP de una recategorización de oficio?,manera
¿Cómo me entero que fui recategorizado de oficio?,manera
¿A través de qué vía AFIP me informa la recategorización de oficio?,manera
¿De qué manera se notifica la recategorización de oficio cuando sea por controles sistémicos?,manera
¿Cómo se lleva a cabo la notificación para la recategorización de oficio cuando sea por controles sistémicos?,manera
¿Cómo se realiza la notificación para la recategorización de oficio cuando sea por controles sistémicos?,manera
"En caso de  controles sistémicos, ¿Cómo se lleva a cabo la notificación para la recategorización de oficio?",manera
"En caso de  controles sistémicos, ¿ De qué manera se notifica la recategorización de oficio?",manera
¿Qué ocurre con el comercio exterior y el Monotributo?,manera
¿Qué ocurre con el comercio exterior y el Monotributo?,manera
¿Qué pasa si sólo permanezo en el Monotributo por pocos meses?,manera
¿Qué pasa si me quiero inscribir en el Monotributo pero soy extranjero?,manera
¿Cómo se contabilizan las unidades de explotación cuando se trata de parcelas?,manera
Si soy monotributista y me corresponde presentar el Impuesto a los Bienes Personales ¿Cómo tengo que hacer la declaración jurada?,manera
"Tengo que presentar el impuesto a los bienes personales, ¿Cómo hago la declaración jurada?",manera
¿Cómo debo presentar la declaración jurada sobre los bienes personales?,manera
"Si soy monotributista, tengo un local y deseo abrir otro en el que voy a realizar 3 actividades ¿Puedo seguir siendo monotributista o quedo excluido por tener más de 3 actividades?",manera
¿Cómo se cuentan las actividades y unidades de explotación?,manera
¿Qué pasa si al cabo de unos pocos meses en el Monotributo me excedo en el importe máximo de la última categoría?,manera
¿Qué hago si soy Monotributista e inicio una actividad por la que debería ser IVA exento?,manera
¿Cómo es el tratamiento de los condiminios en el monotributo?,manera
¿Cómo inscribo en el monotributo al condominio?,manera
¿Cómo es posible la adhesión de los condominios al monotributo?,manera
¿Cómo pago en efectivo?,manera
¿Cuál es el formulario para el pago en efectivo?,manera
¿Con qué formulario tengo que pagar en efectivo?,manera
¿Cómo se paga el monotributo?,manera
¿Cuáles son los medios disponibles para pagar el monotributo? ,manera
¿Qué opciones hay para pagar el monotributo?,manera
¿Con qué puedo pagar el Monotributo?,manera
¿Cómo tengo que hacer para pagar las cargas sociales de los empleados?,manera
¿Qué opciones hay para pagar las cargas sociales de los empleados?,manera
"Tengo que pagar caragas sociales de empleados, ¿Cómo lo hago?",manera
¿Cómo pago las cargas sociales de mis empleados?,manera
¿Cómo es el reintegro del componente impositivo?,manera
¿Cómo pido el reintegro del componente impositivo?,manera
¿Qué trámite hago para conseguir el componente impositivo?,manera
¿Cómo solicito la devolución del componente impositivo?,manera
¿Qué hago para que reintegren el componente impositivo?,manera
Si soy asociado de una Cooperativa de Trabajo ¿Qué conceptos abono?,manera
¿Qué debo abonar si soy socio de una cooperativa de trabajo?,manera
¿Me podrían informar cuáles son los conceptos que deberán abonar los asociados a cooperativas?,manera
¿Cuáles son los conceptos que deben pagar los socios de las cooperativas de trabajo?,manera
"Los socios de cooperativas de trabajo, ¿qué deben abonar?",manera
"Con respecto  los asociados a cooperativas de trabajo, ¿qué conceptos pagarán?",manera
"Los socios de cooperativas, ¿qué tienen que pagar?",manera
¿Qué sucede con el pago cuando mi cooperativa de trabajo está inscripta en el Registro Nacional de Efectores de Desarrollo Local y Economía Social?,manera
¿Cuál es el tratamiento que recibirá la cooperativa si está inscrita en el registro nacional de efectores de desarrollo?,manera
¿Qué tratamiento tendrá la cooperativa de trabajo al ser inscrita en el registro nacional de efectores?,manera
¿Cómo se debe regularizar la deuda de monotributo de períodos posteriores a 07/2004?,manera
¿Cómo es el trámite para regularizar la deuda de monotributo de períodos posteriores a 07/2004?,manera
¿Puedo regularizar la deuda de monotributo de períodos posteriores a 07/2004 desde el portal de AFIP?,manera
¿Cómo puedo regularizar la deuda de Monotributo de períodos posteriores a julio de 2004?,manera
¿Cómo regularizo la deuda del monotributo de los períodos posteriores a julio de 2004?,manera
"Tengo deuda de monotributo de 2005 en adelante, ¿cómo la regularizo?",manera
"Tengo que pagar los periodos de monotributo de 2005 en adelante, ¿cómo hago?",manera
"Para regularizar deuda de monotributo de 07 del año 2004, ¿cómo procedo?",manera
¿Cómo puedo tomar el saldo de los pagos hechos erróneamente?,manera
¿cómo solicito que reconsideren pagos imputados por error?,manera
¿qué hago para reafectar pagos imputados por equivocación?,manera
¿Qué debo hacer para que computen el pago erróneo?,manera
"El pago erróneamente imputado, ¿cómo se puede reafectar?",manera
¿Qué deudas figuran en el sitio web de AFIP?,manera
¿Qué sucede si tengo deudas?,manera
¿Qué efectos tienen las deudas de la AFIP?,manera
¿Qué pasa si tengo deudas en el sistema?,manera
¿En qué se derivan las deudas que aparecen en AFIP?,manera
¿Qué consecuencias habrá si hay deudas en el sistema?,manera
"Tengo deudas, ¿qué efecto va a producir?",manera
¿Qué puedo hacer desde el servicio CCMA?,manera
¿Qué operaciones puedo realizar desde el servicio CCMA?,manera
¿Qué información obtengo del servicio CCMA?,manera
¿Qué operaciones tiene el servicio CCMA?,manera
¿Cuáles son las operaciones del CCMA?,manera
"El servicio CCMA, ¿Qué operaciones posee?",manera
No tengo en claro qué puedo hacer en el servicio CCMA.,manera
¿Me podrías decir qué operaciones posee el servicio CCMA?,manera
¿Cómo hago para reclamar una imputación incorrecta por parte de AFIP?,manera
¿Qué puedo hacer si tengo una discrepancia?,manera
¿Cómo reclamo la discrepancia con el sistema?,manera
¿Cómo notifico una diferencia con el sistema?,manera
"Tengo una diferencia con el sistema, ¿Cómo la comunico?",manera
"Noto una discrepancia con el sistema, ¿Qué hago?",manera
¿Cómo visualizo los beneficios previsionales en el sistema?,manera
¿Cómo visualizo los beneficios previsionales en el servicio CCMA?,manera
"Necesito ver los beneficios previsionales en el CCMA, ¿Qué hago?",manera
¿Con qué medio puedo emitir las facturas?,manera
¿Qué tipo de factura puedo realizar?,manera
¿Qué tipos de facturación hay?,manera
¿Cuáles son las opciones para facturar?,manera
¿Qué métodos de facturación son válidos?,manera
¿Qué facturación puedo hacer?,manera
¿Cómo facturo?,manera
¿Tengo que hacer facturación manual o electrónica?,manera
¿Cómo me puede identificar un cliente que soy Monotributista?,manera
¿Cómo demuestro mi condición de monotributista?,manera
¿Qué sucede si no funciona el controlador fiscal? ,manera
 ¿Cómo emito facturas si el controlador fiscal no funciona?,manera
¿Qué comprobante doy  si el controlador fiscal no funciona?,manera
"Ante un problema con el controlador fiscal, ¿Cómo emito el comprobante?",manera
¿Cómo facturo si no tengo controlador fiscal?,manera
"Sin controlador fiscal, ¿cómo doy comprobante?",manera
"Tengo problemas con el controlador fiscal, ¿cómo facturo?",manera
¿Cómo distingo una factura de exportación?,manera
¿Cómo diferencio un remito de los demás comprobantes?,manera
¿Qué pasa si no muestro mi información de Monotributo en mi negocio?,manera
¿Cuáles son las consecuencias de no exhibir mi documentación en el negocio?,manera
¿Cuál es la sanción por no exhibir el comprobante en el local?,manera
¿Qué pasa si no tengo respaldo de las facturas?,manera
¿Cuáles son las consecuencias de no poseer los comprobantes de respaldo de mis operaciones?,manera
¿Qué pasa si no tengo el respaldo de las operaciones que hice?,manera
¿Qué pasa si mis operaciones no tienen su respectivo comprobante?,manera
¿Cuáles son las consecuencias de no respaldo de mis operaciones?,manera
¿Qué pasa si no tengo el respaldo de las operaciones que hice?,manera
¿En qué categoría debo encuadrarme si inicio una actividad y opto por adherirme al Régimen Simplificado?,manera
¿cómo se debe categorizar si se realiza más de una actividad?,manera
"Siendo un empleado en relación de dependencia, que se inscribe en el Monotributo, ¿qué ingresos debe de computar para categorizarse?",manera
"De realizar más de una actividad como monotributista, ¿cómo se determina cual es la principal?",manera
"Si se desarrolla la actividad en el hogar, ¿cómo se computa la superficie y el consumo eléctrico a los fines de la categorización?",manera
"Si se prestan servicios sin poseer un domicilio fijo ó se prestan servicios a domicilio, ¿qué parámetros deberán considerarse para la categorización?",manera
"En caso de incorporar una actividad en el Monotributo, y continuar desarrollando otra actividad por el régimen general, ¿cómo se deben determinar los anticipos del Impuesto a las Ganancias?",manera
¿Qué documentación deberán presentar las personas humanas para tramitar el número de CUIT en caso de optar por realizar el trámite de forma presencial?,manera
¿Cómo debe proceder un extranjero que no posee D.N.I. para inscribirse en el Monotributo?,manera
¿Cómo puede acreditarse el domicilio fiscal cuando coincida con el domicilio del DNI y no se registren constancias del mismo?,manera
¿Cuál es el tratamiento aplicable a los condominios?,manera
"¿Cuál de las opciones de ""Aporte de jubilación"" corresponde seleccionar?",manera
"Si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿cómo se deben completar los campos correspondientes a cada parámetro al momento de realizar la adhesión o recategorización al Monotributo?",manera
¿Cuál será el componente que deberán ingresar las sucesiones indivisas adheridas al Monotributo?,manera
¿Cómo se realiza la adhesión en el caso de asociados a Cooperativas de Trabajo?,manera
"En el caso de haber sido Responsable Inscripto, y poseer saldo a favor en el Impuesto a las Ganancias por haber sufrido retenciones, al momento de ingresar al Régimen de Monotributo, ¿Cuál es el tratamiento de dicho saldo a favor?",manera
"¿Qué trámites se podrán realizar a través del portal ""Monotributo""?",manera
¿Cuáles son los parámetros a considerar en la recategorización?,manera
"Si no transcurrieron 12 meses desde el inicio de actividad, ¿cómo se debe de realizar el cálculo a los efectos de la recategorización?",manera
"Si por el tipo de actividad no se deben considerar determinados parámetros tales como: ingresos brutos, superficie afectada, energía eléctrica, monto de alquileres o precio unitario, ¿cómo se deben completar los campos correspondientes a cada parámetro al momento de realizar la adhesión o recategorización al Monotributo?",manera
¿Qué parámetros se aplicarán para determinar la recategorización de oficio?,manera
¿Cómo se notifica la recategorización de oficio cuando sea por controles sistémicos?,manera
"Un contribuyente que obtiene ingresos como monotributista y le corresponde presentar el Impuesto sobre los Bienes Personales, ¿Cómo debe generar la declaración jurada?",manera
¿Cuál es el tratamiento aplicable a los condominios?,manera
¿Mediante qué formulario se podrá realizar el pago mensual en efectivo?,manera
¿Cuáles son las formas de abonar el Monotributo?,manera
¿Cómo se deben pagar las cargas sociales de los empleados?,manera
¿Cómo se puede acceder al reintegro del componente impositivo?,manera
¿Qué conceptos deberán abonar los asociados a Cooperativas de Trabajo?,manera
"Si la cooperativa de trabajo se encuentra inscripta en el Registro Nacional de Efectores de Desarrollo Local y Economía Social, ¿existe algún tratamiento especial?",manera
¿Cómo se puede regularizar la deuda de Monotributo de períodos posteriores a 07/2004?,manera
¿Cómo reafectar pagos imputados erróneamente?,manera
¿Qué efectos producen las deudas que figuran en el sistema?,manera
¿Qué operaciones se pueden realizar dentro del servicio CCMA?,manera
¿Cómo debo plantear las discrepancias con este sistema?,manera
¿Qué métodos de facturación se pueden utilizar?,manera
"Ante inconvenientes con el uso del Controlador Fiscal, ¿cómo se emitirán los comprobantes?",manera
¿Cuál es la sanción por no exhibir la documentación correspondiente en el local?,manera
¿Cuál es la sanción en caso de no poseer las facturas de respaldo de las operaciones realizadas?,manera
¿Qué sucede si las operaciones no se encuentran respaldadas por las respectivas facturas?,manera
¿Cuáles son las entidades bancarias habilitadas para el pago del VEP?,entidad
¿Dónde pago el VEP?,entidad
¿Cuáles son los bancos habilitados para el pago con VEP?,entidad
¿Cuáles son las entidades bancarias habilitadas para el pago del VEP?,entidad
¿Qué se paga en el Monotributo?,definicion
¿Qué significa pagar el Monotributo?,definicion
¿Qué items comprende el pago del Monotributo?,definicion
¿Qué estoy pagando cuando abono el monotributo?,definicion
¿Para qué se paga el monotributo?,definicion
¿Qué contempla el pago del monotributo?,definicion
¿qué significan Ingresos Brutos?,definicion
¿Cuáles son mis ingresos brutos?,definicion
¿Qué considera el monotributo como ingreso bruto?,definicion
¿Qué son los ingresos brutos?,definicion
¿Qué comprenden los ingresos brutos?,definicion
¿Qué son los ingresos brutos para los monotributistas?,definicion
¿Qué es una unidad de explotación?,definicion
¿Qué es una actividad económica?,definicion
¿Qué diferencia hay entre unidad de explotación y actividad económica?,definicion
¿Cuál es la diferencia entre unidad de explotación y actividad económica?,definicion
"En cuanto al pago del iva, ¿Que me corresponde pagar si soy monotributista?",definicion
¿Qué diferencia hay a efectos del crédito fiscal ser Resposable Inscripto o Monotributista?,definicion
¿Qué conceptos debo pagar siendo Monotributista?,definicion
¿Cuál es mi domicilio Fiscal?,definicion
¿Qué significa domicilio fiscal?,definicion
¿Cómo sé cuál es mi domicilio fiscal?,definicion
¿Qué diferencia hay entre domicilio fiscal y real?,definicion
¿Qué significa código único de revista?,definicion
¿Un código CUR cuántos dígitos debe tener?,definicion
¿Qué es el código CUR?,definicion
¿Qué siginifica recategorizarme?,definicion
¿Cómo se define la recategorización?,definicion
¿A qué se refiere el concepto de  recategorización?,definicion
¿A qué se le denomina recategorización?,definicion
¿Cuál es la definición de  recategorización?,definicion
¿En qué consiste la  recategorización?,definicion
¿Qué significa el reintegro del componente impositivo?,definicion
¿Qué conceptos componen el Monotributo?,definicion
¿Qué se entiende por ingresos brutos?,definicion
¿Qué se entiende por unidad de explotación? ¿y por actividad económica?,definicion
"¿Cuál es la diferencia entre un responsable inscripto en el impuesto al Valor Agregado y un Monotributista, a los efectos de la generación de débito fiscal?",definicion
¿Cuál es el domicilio fiscal de una persona humana?,definicion
¿Qué es el CUR?,definicion
¿Qué es la recategorización?,definicion
¿Cuántos empleados puedo tener?,cantidad
¿Cuál es la cantidad máxima de empleados que se pueden tener por categoría?,cantidad
¿Qué cantidad de empleados puedo tener?,cantidad
Si soy monotributista ¿Cuál es el precio máximo por unidad de venta?,cantidad
¿Cual es el tope máximo en el precio por unidad?,cantidad
¿Cual es el límite en el precio de los bienes que vendo para ser Monotributista?,cantidad
¿Cuál es el precio máximo unitario de venta?,cantidad
